date	macro_dimension	dimension	gender	frequency
2019-12-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-12-26	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-12-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-12-27	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2019-12-27	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-12-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-12-28	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-12-28	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-12-29	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2019-12-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-12-30	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-12-31	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-12-31	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-12-31	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-01	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-11-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-01	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-11-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-02	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-11-02	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-11-03	Willingness to take action	Active-agentic	undefined	1
2019-11-03	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-11-03	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2019-11-03	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-11-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-11-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2019-11-04	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2019-11-05	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-11-06	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-11-07	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-07	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-11-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-08	Willingness to take action	Active-agentic	undefined	1
2019-11-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-11-09	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-11-09	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-11-09	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-11-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2019-11-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2019-11-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-11-11	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2019-11-11	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-11-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-12	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-12	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-11-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2019-11-13	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-11-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-14	Willingness to take action	Active-agentic	undefined	1
2019-11-14	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-11-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-11-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-15	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-11-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-15	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-16	Willingness to take action	Active-agentic	undefined	1
2019-11-16	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-16	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2019-11-16	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2019-11-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-11-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-11-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-17	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-11-18	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-18	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2019-11-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-11-19	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2019-11-19	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-11-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-11-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-11-20	Willingness to take action	Active-agentic	undefined	1
2019-11-20	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-11-20	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-11-20	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-11-21	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-21	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-11-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-11-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-22	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2019-11-22	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2019-11-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-23	Willingness to take action	Active-agentic	undefined	2
2019-11-23	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-11-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-24	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-11-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2019-11-25	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-25	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-11-25	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-11-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-26	Willingness to take action	Active-agentic	undefined	2
2019-11-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-11-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-26	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2019-11-27	Conditionality-Variables Shaping outlook	Collective Action	undefined	5
2019-11-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2019-11-28	Willingness to take action	Active-agentic	undefined	1
2019-11-28	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-11-28	Conditionality-Variables Shaping outlook	Collective Action	undefined	7
2019-11-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-11-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2019-11-29	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-11-29	Willingness to take action	Active-agentic	undefined	5
2019-11-29	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-29	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2019-11-29	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2019-11-29	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-11-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-11-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2019-11-30	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-11-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2019-10-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2019-10-01	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-10-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-10-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2019-10-02	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-10-02	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2019-10-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-10-03	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-10-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-10-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-10-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-06	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-10-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-10-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-10-07	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-10-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-10-08	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-10-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2019-10-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-10-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-10-09	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2019-10-09	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-10-10	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-10-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-10-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-10-11	Willingness to take action	Active-agentic	undefined	1
2019-10-11	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2019-10-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-10-11	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2019-10-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2019-10-12	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-10-12	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-10-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	7
2019-10-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-10-13	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-10-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-10-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2019-10-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-10-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2019-10-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-10-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
