date	column	frequency
2020-04-12	fear	3.18
2020-04-13	socio-political content	1734.1283
2020-04-13	COVID19 content	503.1715
2020-04-13	Negative Valence	1516.4382
2020-04-13	Aggression	857.6519
2020-04-13	Target other countries	934.42
2020-04-13	Target religious sect	911.5999
2020-04-13	Target sexual orientation	455.0216
2020-04-13	Disease dehumanization	1433.6123
2020-04-13	sports	1
2020-04-13	joy	139.8
2020-04-13	pride	7.62
2020-04-13	anger	19.09
2020-04-13	sad	57.21
2020-04-13	disgust	7.75
2020-04-13	love	57.85
2020-04-13	fear	2.25
2020-04-14	socio-political content	1580.8558
2020-04-14	COVID19 content	467.2204
2020-04-14	Negative Valence	1429.3533
2020-04-14	Aggression	731.9798
2020-04-14	Target other countries	853.26
2020-04-14	Target religious sect	876.9692
2020-04-14	Target sexual orientation	410.1665
2020-04-14	Disease dehumanization	1232.3766
2020-04-14	sports	4
2020-04-14	joy	94.48
2020-04-14	pride	12.81
2020-04-14	anger	18.73
2020-04-14	sad	59.68
2020-04-14	disgust	3.81
2020-04-14	love	56.75
2020-04-14	fear	3.12
2020-04-15	socio-political content	1701.7214
2020-04-15	COVID19 content	513.4301
2020-04-15	Negative Valence	1497.8633
2020-04-15	Aggression	702.6399
2020-04-15	Target other countries	887.13
2020-04-15	Target religious sect	886.3761
2020-04-15	Target sexual orientation	435.2993
2020-04-15	Disease dehumanization	1348.4976
2020-04-15	sports	3
2020-04-15	joy	114.67
2020-04-15	pride	6.75
2020-04-15	anger	11.05
2020-04-15	sad	58.85
2020-04-15	disgust	6.81
2020-04-15	love	60.24
2020-04-15	fear	2.31
2020-04-16	socio-political content	1556.9958
2020-04-16	COVID19 content	477.3408
2020-04-16	Negative Valence	1444.8243
2020-04-16	Aggression	740.1424
2020-04-16	Target other countries	826.41
2020-04-16	Target religious sect	877.8999
2020-04-16	Target sexual orientation	371.3225
2020-04-16	Disease dehumanization	1259.2464
2020-04-16	sports	2
2020-04-16	joy	118.64
2020-04-16	pride	6.81
2020-04-16	anger	10.92
2020-04-16	sad	61.42
2020-04-16	disgust	7.81
2020-04-16	love	61.84
2020-04-16	fear	6.24
2020-04-17	socio-political content	1783.378
2020-04-17	COVID19 content	555.6267
2020-04-17	Negative Valence	1582.6547
2020-04-17	Aggression	870.3612
2020-04-17	Target other countries	947.42
2020-04-17	Target religious sect	975.1372
2020-04-17	Target sexual orientation	458.9489
2020-04-17	Disease dehumanization	1449.2836
2020-04-17	sports	2
2020-04-17	joy	108.76
2020-04-17	pride	8.43
2020-04-17	anger	13.41
2020-04-17	sad	60.48
2020-04-17	disgust	13.68
2020-04-17	love	54.83
2020-04-17	fear	3.81
2020-04-18	socio-political content	1744.7249
2020-04-18	COVID19 content	508.6624
2020-04-18	Negative Valence	1579.506
2020-04-18	Aggression	866.7536
2020-04-18	Target other countries	966.9
2020-04-18	Target religious sect	959.9817
2020-04-18	Target sexual orientation	467.2255
2020-04-18	Disease dehumanization	1518.449
2020-04-18	sports	3
2020-04-18	joy	133.53
2020-04-18	pride	6.18
2020-04-18	anger	12.73
2020-04-18	sad	101.72
2020-04-18	disgust	6
2020-04-18	love	76.21
2020-04-18	fear	6.75
2020-04-19	socio-political content	1765.6916
2020-04-19	COVID19 content	552.254
2020-04-19	Negative Valence	1557.8134
2020-04-19	Aggression	846.2504
2020-04-19	Target other countries	917.75
2020-04-19	Target religious sect	972.4605
2020-04-19	Target sexual orientation	480.211
2020-04-19	Disease dehumanization	1564.554
2020-04-19	sports	4
2020-04-19	joy	130.66
2020-04-19	pride	3.93
2020-04-19	anger	13.27
2020-04-19	sad	49.09
2020-04-19	disgust	2.25
2020-04-19	love	55.95
2020-04-19	fear	3.12
2020-04-20	socio-political content	1639.3896
2020-04-20	COVID19 content	476.341
2020-04-20	Negative Valence	1508.4936
2020-04-20	Aggression	806.8792
2020-04-20	Target other countries	906.36
2020-04-20	Target religious sect	880.9885
2020-04-20	Target sexual orientation	431.2279
2020-04-20	Disease dehumanization	1378.3434
2020-04-20	sports	2
2020-04-20	joy	134.67
2020-04-20	pride	11.8
2020-04-20	anger	10.62
2020-04-20	sad	49.29
2020-04-20	disgust	7.62
2020-04-20	love	97.27
2020-04-20	fear	5.43
2020-04-21	socio-political content	1705.8739
2020-04-21	COVID19 content	511.729
2020-04-21	Negative Valence	1434.6275
2020-04-21	Aggression	849.4546
2020-04-21	Target other countries	863.24
2020-04-21	Target religious sect	889.1062
2020-04-21	Target sexual orientation	438.0374
2020-04-21	Disease dehumanization	1368.5587
2020-04-21	sports	2
2020-04-21	joy	132.8
2020-04-21	pride	4.62
2020-04-21	anger	15.36
2020-04-21	sad	50.94
2020-04-21	disgust	5.31
2020-04-21	love	47.35
2020-04-21	fear	4.68
2020-04-22	socio-political content	1702.0087
2020-04-22	COVID19 content	504.9381
2020-04-22	Negative Valence	1565.4533
2020-04-22	Aggression	807.9132
2020-04-22	Target other countries	882.04
2020-04-22	Target religious sect	882.3751
2020-04-22	Target sexual orientation	448.3013
2020-04-22	Disease dehumanization	1376.9807
2020-04-22	sports	3
2020-04-22	joy	109.14
2020-04-22	pride	6
2020-04-22	anger	14.55
2020-04-22	sad	63.08
2020-04-22	disgust	9.12
2020-04-22	love	58.38
2020-04-22	fear	1.5
2020-04-23	socio-political content	1673.1962
2020-04-23	COVID19 content	498.0506
2020-04-23	Negative Valence	1469.7503
2020-04-23	Aggression	755.3823
2020-04-23	Target other countries	852.46
2020-04-23	Target religious sect	863.2386
2020-04-23	Target sexual orientation	420.6261
2020-04-23	Disease dehumanization	1362.822
2020-04-23	sports	2
2020-04-23	joy	100.68
2020-04-23	pride	7.5
2020-04-23	anger	10.11
2020-04-23	sad	72.16
2020-04-23	disgust	5.25
2020-04-23	love	88.48
2020-04-23	fear	3.81
2020-04-24	socio-political content	1560.8478
2020-04-24	COVID19 content	453.1473
2020-04-24	Negative Valence	1375.7461
2020-04-24	Aggression	732.353
2020-04-24	Target other countries	809.38
2020-04-24	Target religious sect	804.3243
2020-04-24	Target sexual orientation	394.9891
2020-04-24	Disease dehumanization	1230.717
2020-04-24	sports	1
2020-04-24	joy	100.92
2020-04-24	pride	8.43
2020-04-24	anger	19.47
2020-04-24	sad	60.48
2020-04-24	disgust	4.68
2020-04-24	love	57.7
2020-04-24	fear	3.75
2020-04-25	socio-political content	1522.545
2020-04-25	COVID19 content	467.1373
2020-04-25	Negative Valence	1410.1237
2020-04-25	Aggression	725.7623
2020-04-25	Target other countries	818.75
2020-04-25	Target religious sect	780.8605
2020-04-25	Target sexual orientation	390.3126
2020-04-25	Disease dehumanization	1230.8506
2020-04-25	sports	2
2020-04-25	joy	93.38
2020-04-25	pride	5.5
2020-04-25	anger	13.86
2020-04-25	sad	61.99
2020-04-25	disgust	6.99
2020-04-25	love	52.57
2020-04-25	fear	3.12
2020-04-26	socio-political content	1440.4282
2020-04-26	COVID19 content	428.5939
2020-04-26	Negative Valence	1245.7979
2020-04-26	Aggression	642.6747
2020-04-26	Target other countries	708.23
2020-04-26	Target religious sect	756.3197
2020-04-26	Target sexual orientation	354.2346
2020-04-26	Disease dehumanization	1120.8962
2020-04-26	sports	0
2020-04-26	joy	100
2020-04-26	pride	8.31
2020-04-26	anger	6.99
2020-04-26	sad	65.46
2020-04-26	disgust	3.75
2020-04-26	love	63.16
2020-04-26	fear	0.75
2020-04-27	socio-political content	1528.6392
2020-04-27	COVID19 content	427.0418
2020-04-27	Negative Valence	1284.9774
2020-04-27	Aggression	705.9274
2020-04-27	Target other countries	779.4
2020-04-27	Target religious sect	811.0202
2020-04-27	Target sexual orientation	378.0551
2020-04-27	Disease dehumanization	1162.6062
2020-04-27	sports	1
2020-04-27	joy	102.78
2020-04-27	pride	1.5
2020-04-27	anger	11.49
2020-04-27	sad	55.09
2020-04-27	disgust	5.55
2020-04-27	love	54.62
2020-04-27	fear	3.06
2020-04-28	socio-political content	1530.0498
2020-04-28	COVID19 content	504.3094
2020-04-28	Negative Valence	1342.7582
2020-04-28	Aggression	720.272
2020-04-28	Target other countries	835.88
2020-04-28	Target religious sect	858.1753
2020-04-28	Target sexual orientation	419.6696
2020-04-28	Disease dehumanization	1259.1994
2020-04-28	sports	4
2020-04-28	joy	102.98
2020-04-28	pride	7.06
2020-04-28	anger	7.74
2020-04-28	sad	73.05
2020-04-28	disgust	2.56
2020-04-28	love	44.53
2020-04-28	fear	2.37
2020-04-29	socio-political content	1472.9816
2020-04-29	COVID19 content	424.4304
2020-04-29	Negative Valence	1276.0154
2020-04-29	Aggression	683.6501
2020-04-29	Target other countries	761.43
2020-04-29	Target religious sect	738.849
2020-04-29	Target sexual orientation	365.8141
2020-04-29	Disease dehumanization	1122.8356
2020-04-29	sports	1
2020-04-29	joy	96.51
2020-04-29	pride	3.06
2020-04-29	anger	11.85
2020-04-29	sad	58.83
2020-04-29	disgust	4.5
2020-04-29	love	51.86
2020-04-29	fear	2.31
2020-04-30	socio-political content	1439.1333
2020-04-30	COVID19 content	425.508
2020-04-30	Negative Valence	1275.5109
2020-04-30	Aggression	684.323
2020-04-30	Target other countries	816.32
2020-04-30	Target religious sect	786.8237
2020-04-30	Target sexual orientation	376.2163
2020-04-30	Disease dehumanization	1196.4857
2020-04-30	sports	0
2020-04-30	joy	85.45
2020-04-30	pride	6
2020-04-30	anger	10.55
2020-04-30	sad	61.74
2020-04-30	disgust	5.37
2020-04-30	love	60.75
2020-04-30	fear	2.31
2020-05-01	socio-political content	1080.3585
2020-05-01	COVID19 content	325.0892
2020-05-01	Negative Valence	962.1488
2020-05-01	Aggression	506.3724
2020-05-01	Target other countries	616.04
2020-05-01	Target religious sect	576.7509
2020-05-01	Target sexual orientation	279.777
2020-05-01	Disease dehumanization	887.9376
2020-05-01	sports	2
2020-05-01	joy	70.03
2020-05-01	pride	3.75
2020-05-01	anger	8.55
2020-05-01	sad	43.2
2020-05-01	disgust	5.18
2020-05-01	love	41.82
2020-05-01	fear	3.93
2020-05-02	socio-political content	990.1177
2020-05-02	COVID19 content	299.4639
2020-05-02	Negative Valence	902.6499
2020-05-02	Aggression	482.5487
2020-05-02	Target other countries	514.33
2020-05-02	Target religious sect	542.1357
2020-05-02	Target sexual orientation	233.7535
2020-05-02	Disease dehumanization	804.9548
2020-05-02	sports	0
2020-05-02	joy	74.8
2020-05-02	pride	2.25
2020-05-02	anger	7.18
2020-05-02	sad	37.15
2020-05-02	disgust	5.49
2020-05-02	love	29.77
2020-05-02	fear	4.62
2020-05-03	socio-political content	1131.4413
2020-05-03	COVID19 content	380.744
2020-05-03	Negative Valence	984.689
2020-05-03	Aggression	540.8578
2020-05-03	Target other countries	617.34
2020-05-03	Target religious sect	594.3701
2020-05-03	Target sexual orientation	324.1121
2020-05-03	Disease dehumanization	959.9561
2020-05-03	sports	3
2020-05-03	joy	86.82
2020-05-03	pride	6.87
2020-05-03	anger	7.56
2020-05-03	sad	48.84
2020-05-03	disgust	3.12
2020-05-03	love	56.26
2020-05-03	fear	2.25
2020-05-04	socio-political content	1171.0296
2020-05-04	COVID19 content	351.2601
2020-05-04	Negative Valence	972.3856
2020-05-04	Aggression	498.078
2020-05-04	Target other countries	593.4
2020-05-04	Target religious sect	577.5208
2020-05-04	Target sexual orientation	281.2526
2020-05-04	Disease dehumanization	919.1954
2020-05-04	sports	6
2020-05-04	joy	77.59
2020-05-04	pride	8.37
2020-05-04	anger	16.15
2020-05-04	sad	35.67
2020-05-04	disgust	6
2020-05-04	love	35.57
2020-05-04	fear	0
2020-05-05	socio-political content	1207.2342
2020-05-05	COVID19 content	390.3265
2020-05-05	Negative Valence	1083.2012
2020-05-05	Aggression	581.5307
2020-05-05	Target other countries	651.76
2020-05-05	Target religious sect	658.4409
2020-05-05	Target sexual orientation	333.0253
2020-05-05	Disease dehumanization	1014.4584
2020-05-05	sports	3
2020-05-05	joy	76.58
2020-05-05	pride	5.25
2020-05-05	anger	11.16
2020-05-05	sad	37
2020-05-05	disgust	4.62
2020-05-05	love	42.05
2020-05-05	fear	2.25
2020-05-06	socio-political content	1146.9735
2020-05-06	COVID19 content	393.8845
2020-05-06	Negative Valence	1016.0952
2020-05-06	Aggression	526.9826
2020-05-06	Target other countries	646.1
2020-05-06	Target religious sect	603.319
2020-05-06	Target sexual orientation	293.0086
2020-05-06	Disease dehumanization	919.424
2020-05-06	sports	3
2020-05-06	joy	76.04
2020-05-06	pride	2.25
2020-05-06	anger	9.06
2020-05-06	sad	44.49
2020-05-06	disgust	4.87
2020-05-06	love	46.12
2020-05-06	fear	2.49
2020-05-07	socio-political content	1164.7352
2020-05-07	COVID19 content	362.4888
2020-05-07	Negative Valence	952.168
2020-05-07	Aggression	471.9505
2020-05-07	Target other countries	621.55
2020-05-07	Target religious sect	563.5838
2020-05-07	Target sexual orientation	292.0019
2020-05-07	Disease dehumanization	912.5102
2020-05-07	sports	0
2020-05-07	joy	80.84
2020-05-07	pride	3.75
2020-05-07	anger	10.05
2020-05-07	sad	33.75
2020-05-07	disgust	3.99
2020-05-07	love	37.46
2020-05-07	fear	3.06
2020-05-08	socio-political content	1071.5143
2020-05-08	COVID19 content	351.5574
2020-05-08	Negative Valence	981.5643
2020-05-08	Aggression	512.401
2020-05-08	Target other countries	628.32
2020-05-08	Target religious sect	593.1218
2020-05-08	Target sexual orientation	287.961
2020-05-08	Disease dehumanization	925.1001
2020-05-08	sports	4
2020-05-08	joy	75.64
2020-05-08	pride	7.62
2020-05-08	anger	8.43
2020-05-08	sad	31.89
2020-05-08	disgust	6.24
2020-05-08	love	34.39
2020-05-08	fear	1.56
2020-05-09	socio-political content	1187.7112
2020-05-09	COVID19 content	359.2377
2020-05-09	Negative Valence	1037.2071
2020-05-09	Aggression	529.2233
2020-05-09	Target other countries	631.02
2020-05-09	Target religious sect	583.3669
2020-05-09	Target sexual orientation	316.7083
2020-05-09	Disease dehumanization	987.7596
2020-05-09	sports	0
2020-05-09	joy	89.22
2020-05-09	pride	7.05
2020-05-09	anger	11.1
2020-05-09	sad	41.54
2020-05-09	disgust	3.75
2020-05-09	love	63.53
2020-05-09	fear	1.5
2020-05-10	socio-political content	1099.0187
2020-05-10	COVID19 content	360.0675
2020-05-10	Negative Valence	969.7517
2020-05-10	Aggression	527.7947
2020-05-10	Target other countries	588.03
2020-05-10	Target religious sect	522.9338
2020-05-10	Target sexual orientation	263.3211
2020-05-10	Disease dehumanization	875.5798
2020-05-10	sports	7
2020-05-10	joy	82.63
2020-05-10	pride	7.24
2020-05-10	anger	8.67
2020-05-10	sad	44.24
2020-05-10	disgust	3.3
2020-05-10	love	64.82
2020-05-10	fear	0
2020-05-11	socio-political content	1201.7774
2020-05-11	COVID19 content	405.6034
2020-05-11	Negative Valence	1109.7868
2020-05-11	Aggression	572.391
2020-05-11	Target other countries	638.11
2020-05-11	Target religious sect	653.9744
2020-05-11	Target sexual orientation	304.7009
2020-05-11	Disease dehumanization	971.0634
2020-05-11	sports	4
2020-05-11	joy	96.58
2020-05-11	pride	6.81
2020-05-11	anger	9.25
2020-05-11	sad	32.47
2020-05-11	disgust	4.62
2020-05-11	love	59.09
2020-05-11	fear	3.81
2020-05-12	socio-political content	1090.6384
2020-05-12	COVID19 content	349.9236
2020-05-12	Negative Valence	946.302
2020-05-12	Aggression	493.9323
2020-05-12	Target other countries	597.43
2020-05-12	Target religious sect	592.7243
2020-05-12	Target sexual orientation	287.6865
2020-05-12	Disease dehumanization	918.5223
2020-05-12	sports	4
2020-05-12	joy	52.31
2020-05-12	pride	6.99
2020-05-12	anger	2.37
2020-05-12	sad	29.74
2020-05-12	disgust	6.25
2020-05-12	love	44.99
2020-05-12	fear	2.25
2020-05-13	socio-political content	1159.8594
2020-05-13	COVID19 content	391.3592
2020-05-13	Negative Valence	1029.1999
2020-05-13	Aggression	519.9287
2020-05-13	Target other countries	597.54
2020-05-13	Target religious sect	595.6106
2020-05-13	Target sexual orientation	326.7691
2020-05-13	Disease dehumanization	978.4164
2020-05-13	sports	2
2020-05-13	joy	89.15
2020-05-13	pride	4.62
2020-05-13	anger	12.3
2020-05-13	sad	33
2020-05-13	disgust	1.5
2020-05-13	love	41.33
2020-05-13	fear	1.62
2020-05-14	socio-political content	1393.5961
2020-05-14	COVID19 content	452.0214
2020-05-14	Negative Valence	1297.4522
2020-05-14	Aggression	638.3121
2020-05-14	Target other countries	995.21
2020-05-14	Target religious sect	717.2215
2020-05-14	Target sexual orientation	329.7699
2020-05-14	Disease dehumanization	1138.6024
2020-05-14	sports	3
2020-05-14	joy	102.75
2020-05-14	pride	2.37
2020-05-14	anger	13.8
2020-05-14	sad	49.85
2020-05-14	disgust	3.24
2020-05-14	love	53.93
2020-05-14	fear	0.75
2020-05-15	socio-political content	1157.789
2020-05-15	COVID19 content	373.3546
2020-05-15	Negative Valence	991.7522
2020-05-15	Aggression	485.7209
2020-05-15	Target other countries	654.94
2020-05-15	Target religious sect	598.7776
2020-05-15	Target sexual orientation	275.9031
2020-05-15	Disease dehumanization	945.4317
2020-05-15	sports	5
2020-05-15	joy	100.19
2020-05-15	pride	3
2020-05-15	anger	8.49
2020-05-15	sad	44.29
2020-05-15	disgust	1.5
2020-05-15	love	51.17
2020-05-15	fear	3.75
2020-05-16	socio-political content	1160.185
2020-05-16	COVID19 content	368.1758
2020-05-16	Negative Valence	1024.5251
2020-05-16	Aggression	553.0109
2020-05-16	Target other countries	651.69
2020-05-16	Target religious sect	619.214
2020-05-16	Target sexual orientation	300.9883
2020-05-16	Disease dehumanization	932.0578
2020-05-16	sports	5
2020-05-16	joy	110.68
2020-05-16	pride	5.25
2020-05-16	anger	6.75
2020-05-16	sad	48.53
2020-05-16	disgust	2.25
2020-05-16	love	41.63
2020-05-16	fear	3
2020-05-17	socio-political content	1095.2906
2020-05-17	COVID19 content	337.2156
2020-05-17	Negative Valence	982.3126
2020-05-17	Aggression	505.4843
2020-05-17	Target other countries	546.89
2020-05-17	Target religious sect	573.8271
2020-05-17	Target sexual orientation	259.9632
2020-05-17	Disease dehumanization	885.8856
2020-05-17	sports	2
2020-05-17	joy	93.68
2020-05-17	pride	4.56
2020-05-17	anger	8.37
2020-05-17	sad	46.59
