date	macro_dimension	dimension	language	frequency
2021-03-10	Security	Other - Security	ar	1
2021-03-10	Services	Other - Services	ar	1
2020-01-25	Security	Other - Security	ckb	1
2021-03-10	Economy	Other - Economy	ar	1
2021-03-10	Governance	Other - Governance	ar	1
2021-03-10	Governance	Other - Governance	ar	1
2021-03-11	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-11	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-11	Corruption	Other - Corruption	ar	1
2021-03-11	Services	Other - Services	ar	1
2021-03-11	Services	Other - Services	ar	1
2021-03-12	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-12	Governance	Other - Governance	ar	1
2021-03-12	Governance	Other - Governance	ar	1
2021-03-13	Security	Hopeful/Positive/Optimistic	ar	1
2020-01-25	Governance	Other - Governance	fa	1
2021-03-13	Security	Other - Security	ar	1
2020-01-26	Security	Other - Security	ckb	1
2021-03-13	Corruption	Other - Corruption	ar	1
2021-03-13	Governance	Other - Governance	ar	1
2021-03-13	Governance	Other - Governance	ar	1
2021-03-14	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-14	Governance	Other - Governance	ar	1
2021-03-14	Governance	Other - Governance	ar	1
2021-03-15	Services	Other - Services	ar	1
2021-03-15	Governance	Other - Governance	ar	1
2021-03-16	Corruption	Active-agentic	ar	1
2021-03-16	Services	Collective Action	ar	1
2021-03-16	Economy	Other - Economy	ar	1
2021-03-16	Governance	Other - Governance	ar	1
2021-03-16	Governance	Other - Governance	ar	1
2020-01-27	Security	Other - Security	fa	1
2020-01-27	Security	Other - Security	und	9
2021-03-17	Security	Other - Security	ar	1
2021-03-17	Corruption	Other - Corruption	ar	1
2021-03-18	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-18	Security	Other - Security	ar	1
2021-03-18	Corruption	Other - Corruption	ar	1
2021-03-18	Governance	Other - Governance	ar	1
2021-03-19	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-19	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-19	Services	Leadership	ar	1
2021-03-20	Security	Other - Security	ar	1
2021-03-20	Services	Other - Services	ar	1
2021-03-20	Services	Other - Services	ar	1
2021-03-20	Governance	Other - Governance	ar	1
2021-03-21	Security	Other - Security	ar	1
2021-03-21	Security	Other - Security	ar	1
2021-03-21	Security	Other - Security	ar	1
2020-01-28	Security	Other - Security	en	1
2021-03-22	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-22	Services	Other - Services	ar	1
2021-03-22	Services	Collective Action	ar	1
2021-03-22	Services	Divine Intervention	ar	1
2021-03-22	Economy	Other - Economy	ar	1
2021-03-23	Security	Other - Security	ar	1
2021-03-23	Corruption	Other - Corruption	ar	1
2021-03-23	Corruption	Other - Corruption	ar	1
2021-03-23	Services	Other - Services	ar	1
2021-03-23	Services	Collective Action	ar	1
2021-03-23	Services	Divine Intervention	ar	1
2021-03-23	Services	Other - Services	ar	1
2021-03-24	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-24	Services	Collective Action	ar	1
2021-03-25	Security	Other - Security	ar	1
2021-03-25	Security	Other - Security	ar	1
2021-03-25	Corruption	Other - Corruption	ar	1
2020-01-29	Security	Other - Security	fa	1
2020-01-29	Security	Other - Security	und	1
2021-03-25	Services	Other - Services	ar	1
2021-03-25	Services	Collective Action	ar	1
2021-03-25	Governance	Other - Governance	ar	1
2021-03-26	Services	Divine Intervention	ar	1
2020-01-29	Security	Other - Security	und	1
2021-03-26	Governance	Other - Governance	ar	1
2021-03-26	Governance	Other - Governance	ar	1
2021-03-27	Security	Hopeless/Negative/Pessimistic	ar	1
2021-03-27	Security	Other - Security	ar	1
2021-03-27	Services	Divine Intervention	ar	1
2021-03-27	Governance	Other - Governance	ar	1
2021-03-28	Corruption	Other - Corruption	ar	1
2021-03-28	Services	Divine Intervention	ar	1
2021-03-28	Governance	Other - Governance	ar	1
2020-01-30	Security	Other - Security	ckb	1
2021-03-28	Governance	Other - Governance	ar	1
2021-03-29	Security	Other - Security	ar	1
2021-03-29	Economy	Other - Economy	ar	1
2021-03-30	Security	Other - Security	ar	1
2021-03-30	Security	Other - Security	ar	1
2021-03-30	Corruption	Other - Corruption	ar	1
2021-03-30	Services	Other - Services	ar	1
2021-03-30	Governance	Other - Governance	ar	1
2021-03-30	Governance	Other - Governance	ar	1
2021-03-31	Security	Hopeful/Positive/Optimistic	ar	1
2021-03-31	Corruption	Other - Corruption	ar	1
2021-02-01	Security	Other - Security	ar	1
2020-01-31	Security	Other - Security	ckb	2
2021-02-01	Corruption	Other - Corruption	ar	1
2021-02-01	Services	External Pressure / Intervention	ar	1
2021-02-01	Economy	Other - Economy	ar	1
2021-02-02	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-02	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-02	Security	Other - Security	ar	1
2021-02-02	Security	Other - Security	ar	1
2021-02-02	Security	Other - Security	ar	1
2021-02-02	Corruption	Other - Corruption	ar	1
2020-01-31	Services	Collective Action	ckb	1
2021-02-02	Corruption	Other - Corruption	ar	1
2021-02-02	Services	Collective Action	ar	1
2021-02-03	Security	Other - Security	ar	1
2021-02-03	Corruption	Other - Corruption	ar	1
2021-02-03	Services	Other - Services	ar	1
2019-12-01	Security	Other - Security	und	1
2021-02-03	Economy	Other - Economy	ar	1
2021-02-03	Governance	Other - Governance	ar	1
2021-02-04	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-04	Corruption	Other - Corruption	ar	1
2021-02-04	Services	Other - Services	ar	1
2019-12-01	Corruption	Other - Corruption	fa	1
2021-02-04	Services	Collective Action	ar	1
2021-02-04	Economy	Other - Economy	ar	1
2021-02-05	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-05	Security	Other - Security	ar	1
2021-02-05	Security	Other - Security	ar	1
2021-02-05	Security	Other - Security	ar	1
2021-02-05	Corruption	Other - Corruption	ar	1
2021-02-05	Services	Leadership	ar	1
2021-02-05	Economy	Other - Economy	ar	1
2021-02-06	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-06	Security	Other - Security	ar	1
2021-02-06	Corruption	Other - Corruption	ar	1
2021-02-06	Corruption	Other - Corruption	ar	1
2021-02-06	Services	Collective Action	ar	1
2021-02-06	Governance	Other - Governance	ar	1
2021-02-07	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-07	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-07	Security	Other - Security	ar	1
2021-02-07	Corruption	Other - Corruption	ar	1
2019-12-03	Security	Other - Security	ckb	1
2021-02-07	Services	Divine Intervention	ar	1
2021-02-08	Security	Other - Security	ar	1
2021-02-09	Security	Other - Security	ar	1
2021-02-09	Security	Other - Security	ar	1
2021-02-09	Services	Other - Services	ar	1
2021-02-10	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-10	Corruption	Other - Corruption	ar	1
2021-02-10	Services	Other - Services	ar	1
2021-02-11	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-11	Security	Other - Security	ar	1
2021-02-11	Corruption	Other - Corruption	ar	1
2021-02-11	Corruption	Other - Corruption	ar	1
2021-02-11	Services	Collective Action	ar	1
2021-02-12	Security	Other - Security	ar	1
2019-12-04	Security	Other - Security	fa	1
2021-02-12	Corruption	Other - Corruption	ar	1
2021-02-12	Services	Other - Services	ar	1
2021-02-12	Governance	Other - Governance	ar	1
2021-02-13	Corruption	Other - Corruption	ar	1
2021-02-14	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-14	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-14	Corruption	Other - Corruption	ar	1
2021-02-14	Corruption	Other - Corruption	ar	1
2019-12-05	Security	Other - Security	ckb	2
2019-12-05	Security	Other - Security	und	1
2021-02-14	Services	Collective Action	ar	1
2021-02-14	Services	Divine Intervention	ar	1
2021-02-14	Governance	Other - Governance	ar	1
2021-02-15	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-15	Security	Other - Security	ar	1
2021-02-15	Corruption	Other - Corruption	ar	1
2021-02-15	Services	Other - Services	ar	1
2021-02-15	Governance	Other - Governance	ar	1
2021-02-16	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-16	Security	Other - Security	ar	1
2021-02-16	Services	Divine Intervention	ar	1
2021-02-16	Governance	Other - Governance	ar	1
2021-02-16	Governance	Other - Governance	ar	1
2021-02-17	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-17	Security	Other - Security	ar	1
2021-02-17	Services	Divine Intervention	ar	1
2021-02-18	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-18	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-18	Security	Other - Security	ar	1
2021-02-18	Security	Other - Security	ar	1
2021-02-18	Security	Other - Security	ar	1
2021-02-18	Corruption	Other - Corruption	ar	1
2021-02-18	Services	Other - Services	ar	1
2021-02-19	Corruption	Active-agentic	ar	1
2019-12-07	Security	Other - Security	ckb	1
2021-02-19	Services	Other - Services	ar	1
2021-02-19	Governance	Other - Governance	ar	1
2021-02-19	Governance	Other - Governance	ar	1
2021-02-20	Security	Other - Security	ar	1
2021-02-20	Economy	Other - Economy	ar	1
2021-02-20	Governance	Other - Governance	ar	1
2021-02-21	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-21	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-21	Security	Other - Security	ar	1
2021-02-21	Corruption	Other - Corruption	ar	1
2021-02-21	Services	Collective Action	ar	1
2021-02-21	Governance	Other - Governance	ar	1
2021-02-22	Security	Other - Security	ar	1
2021-02-22	Security	Other - Security	ar	1
2021-02-22	Services	Divine Intervention	ar	1
2021-02-22	Governance	Other - Governance	ar	1
2019-12-08	Security	Other - Security	ckb	1
2019-12-08	Security	Other - Security	fa	1
2019-12-08	Security	Other - Security	und	2
2021-02-23	Corruption	Other - Corruption	ar	1
2021-02-23	Services	Other - Services	ar	1
2021-02-23	Services	Collective Action	ar	1
2021-02-23	Services	External Pressure / Intervention	ar	1
2019-12-08	Security	Other - Security	ckb	1
2021-02-23	Services	Divine Intervention	ar	1
2019-12-08	Corruption	Other - Corruption	und	1
2021-02-23	Governance	Other - Governance	ar	1
2021-02-23	Governance	Other - Governance	ar	1
2021-02-24	Security	Other - Security	ar	1
2021-02-24	Security	Other - Security	ar	1
2021-02-24	Services	Other - Services	ar	1
2021-02-24	Governance	Other - Governance	ar	1
2021-02-25	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-25	Corruption	Other - Corruption	ar	1
2021-02-25	Corruption	Other - Corruption	ar	1
2021-02-25	Governance	Other - Governance	ar	1
2021-02-26	Security	Hopeless/Negative/Pessimistic	ar	1
2021-02-26	Security	Other - Security	ar	1
2021-02-26	Corruption	Active-agentic	ar	1
2021-02-26	Corruption	Other - Corruption	ar	1
2021-02-26	Services	Collective Action	ar	1
2021-02-26	Economy	Other - Economy	ar	1
2019-12-09	Corruption	Other - Corruption	fa	1
2021-02-26	Governance	Other - Governance	ar	1
2021-02-26	Governance	Other - Governance	ar	1
2021-02-26	Governance	Other - Governance	ar	1
2021-02-27	Security	Hopeful/Positive/Optimistic	ar	1
2021-02-27	Security	Other - Security	ar	1
2021-02-27	Corruption	Other - Corruption	ar	1
2021-02-27	Governance	Other - Governance	ar	1
2019-12-10	Security	Other - Security	ckb	1
2021-02-28	Security	Other - Security	ar	1
2021-02-28	Corruption	Other - Corruption	ar	1
2021-02-28	Services	Other - Services	ar	1
2021-01-01	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-01	Security	Other - Security	ar	1
2021-01-01	Services	Other - Services	ar	1
2021-01-01	Services	Divine Intervention	ar	1
2021-01-01	Economy	Other - Economy	ar	1
2021-01-02	Services	Other - Services	ar	1
2021-01-02	Services	Collective Action	ar	1
2021-01-03	Security	Hopeless/Negative/Pessimistic	ar	1
2019-12-10	Governance	Other - Governance	und	1
2021-01-03	Security	Other - Security	ar	1
2019-12-11	Security	Other - Security	ckb	2
2021-01-03	Corruption	Other - Corruption	ar	1
2021-01-03	Governance	Other - Governance	ar	1
2021-01-04	Security	Other - Security	ar	1
2021-01-04	Security	Other - Security	ar	1
2021-01-04	Services	Collective Action	ar	1
2021-01-04	Services	Divine Intervention	ar	1
2021-01-04	Governance	Other - Governance	ar	1
2021-01-05	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-05	Security	Other - Security	ar	1
2021-01-05	Security	Other - Security	ar	1
2019-12-12	Security	Other - Security	ckb	1
2021-01-05	Corruption	Other - Corruption	ar	1
2021-01-05	Corruption	Other - Corruption	ar	1
2021-01-05	Services	Collective Action	ar	1
2021-01-05	Services	Divine Intervention	ar	1
2021-01-05	Governance	Other - Governance	ar	1
2021-01-06	Security	Other - Security	ar	1
2021-01-06	Corruption	Other - Corruption	ar	1
2021-01-07	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-07	Security	Other - Security	ar	1
2021-01-07	Security	Other - Security	ar	1
2021-01-08	Corruption	Other - Corruption	ar	1
2021-01-08	Services	Other - Services	ar	1
2021-01-08	Services	Collective Action	ar	1
2021-01-09	Security	Hopeful/Positive/Optimistic	ar	1
2019-12-13	Security	Other - Security	fa	1
2021-01-09	Services	Collective Action	ar	1
2021-01-09	Economy	Other - Economy	ar	1
2021-01-10	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-10	Security	Other - Security	ar	1
2021-01-10	Corruption	Other - Corruption	ar	1
2021-01-10	Services	Other - Services	ar	1
2021-01-10	Governance	Other - Governance	ar	1
2021-01-11	Security	Other - Security	ar	1
2021-01-11	Corruption	Other - Corruption	ar	1
2021-01-11	Corruption	Other - Corruption	ar	1
2021-01-11	Governance	Other - Governance	ar	1
2021-01-12	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-12	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-12	Security	Other - Security	ar	1
2021-01-12	Corruption	Other - Corruption	ar	1
2021-01-12	Corruption	Other - Corruption	ar	1
2021-01-12	Services	Other - Services	ar	1
2021-01-12	Economy	Other - Economy	ar	1
2021-01-13	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-13	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-13	Corruption	Active-agentic	ar	1
2021-01-13	Corruption	Other - Corruption	ar	1
2021-01-13	Services	Divine Intervention	ar	1
2021-01-14	Corruption	Other - Corruption	ar	1
2021-01-14	Economy	Other - Economy	ar	1
2019-12-15	Security	Other - Security	ckb	1
2019-12-15	Security	Other - Security	fa	1
2021-01-14	Governance	Other - Governance	ar	1
2021-01-15	Corruption	Other - Corruption	ar	1
2021-01-15	Services	Other - Services	ar	1
2021-01-15	Services	Collective Action	ar	1
2021-01-15	Services	Other - Services	ar	1
2021-01-15	Governance	Other - Governance	ar	1
2021-01-15	Governance	Other - Governance	ar	1
2021-01-16	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-16	Security	Other - Security	ar	1
2021-01-16	Corruption	Active-agentic	ar	1
2021-01-16	Corruption	Other - Corruption	ar	1
2019-12-16	Security	Other - Security	und	2
2021-01-16	Services	Collective Action	ar	1
2021-01-17	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-17	Security	Other - Security	ar	1
2021-01-17	Corruption	Other - Corruption	ar	1
2021-01-17	Services	Other - Services	ar	1
2021-01-17	Economy	Other - Economy	ar	1
2021-01-18	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-18	Security	Other - Security	ar	1
2021-01-18	Security	Other - Security	ar	1
2021-01-18	Security	Other - Security	ar	1
2021-01-18	Corruption	Other - Corruption	ar	1
2021-01-18	Services	Collective Action	ar	1
2021-01-18	Governance	Other - Governance	ar	1
2021-01-18	Governance	Other - Governance	ar	1
2019-12-17	Security	Other - Security	fa	1
2021-01-18	Governance	Other - Governance	ar	1
2021-01-19	Corruption	Other - Corruption	ar	1
2021-01-19	Economy	Other - Economy	ar	1
2021-01-19	Governance	Other - Governance	ar	1
2021-01-20	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-20	Security	Other - Security	ar	1
2019-12-17	Corruption	Other - Corruption	ckb	1
2021-01-20	Services	Divine Intervention	ar	1
2021-01-20	Governance	Other - Governance	ar	1
2021-01-20	Governance	Other - Governance	ar	1
2021-01-20	Governance	Other - Governance	ar	1
2021-01-21	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-21	Security	Other - Security	ar	1
2021-01-21	Corruption	Other - Corruption	ar	1
2021-01-21	Services	Other - Services	ar	1
2021-01-21	Governance	Other - Governance	ar	1
2021-01-21	Governance	Other - Governance	ar	1
2021-01-21	Governance	Other - Governance	ar	1
2021-01-22	Security	Other - Security	ar	1
2021-01-22	Services	Collective Action	ar	1
2021-01-22	Services	Other - Services	ar	1
2021-01-22	Governance	Other - Governance	ar	1
2021-01-22	Governance	Other - Governance	ar	1
2021-01-23	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-23	Security	Other - Security	ar	1
2021-01-23	Services	Collective Action	ar	1
2021-01-23	Services	Divine Intervention	ar	1
2021-01-23	Economy	Other - Economy	ar	1
2021-01-23	Governance	Other - Governance	ar	1
2021-01-24	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-24	Security	Other - Security	ar	1
2021-01-24	Security	Other - Security	ar	1
2021-01-24	Corruption	Other - Corruption	ar	1
2021-01-24	Services	Leadership	ar	1
2021-01-24	Services	Collective Action	ar	1
2021-01-24	Services	Other - Services	ar	1
2021-01-24	Economy	Other - Economy	ar	1
2021-01-24	Governance	Other - Governance	ar	1
2019-12-20	Security	Other - Security	und	1
2021-01-25	Corruption	Other - Corruption	ar	1
2021-01-25	Governance	Other - Governance	ar	1
2021-01-25	Governance	Other - Governance	ar	1
2021-01-26	Security	Hopeful/Positive/Optimistic	ar	1
2021-01-26	Security	Hopeless/Negative/Pessimistic	ar	1
2021-01-26	Security	Other - Security	ar	1
