date	macro_dimension	dimension	gender	language	frequency
2019-03-19	Security	Hopeless/Negative/Pessimistic	f	ar	1
2019-03-20	Security	Other - Security	f	ar	1
2019-03-20	Security	Other - Security	m	ar	2
2019-03-22	Corruption	Other - Corruption	m	ar	3
2019-03-22	Corruption	Other - Corruption	m	ar	1
2019-03-22	Governance	Other - Governance	m	ar	1
2019-03-23	Security	Other - Security	m	ar	1
2019-03-23	Corruption	Other - Corruption	m	ar	1
2019-03-24	Services	Other - Services	m	ar	1
2019-03-27	Security	Other - Security	m	ar	1
2019-03-28	Security	Other - Security	m	ar	1
2019-03-28	Corruption	Other - Corruption	m	ar	1
2019-03-28	Services	Collective Action	m	ar	1
2019-03-29	Security	Other - Security	m	ar	1
2019-03-29	Services	Collective Action	m	ar	1
2019-03-29	Governance	Other - Governance	m	ar	1
2019-03-29	Governance	Other - Governance	m	ar	1
2019-03-30	Security	Other - Security	m	ar	1
2019-03-30	Corruption	Other - Corruption	m	ar	1
2019-03-31	Security	Other - Security	f	ar	1
2019-03-31	Security	Other - Security	m	ar	1
2019-03-31	Corruption	Other - Corruption	m	ar	3
2019-01-01	Services	Collective Action	f	ar	1
2019-01-03	Corruption	Other - Corruption	f	ar	1
2019-01-03	Corruption	Other - Corruption	m	ar	1
2019-01-04	Corruption	Other - Corruption	f	ar	1
2019-01-05	Corruption	Other - Corruption	m	ar	1
2019-01-06	Corruption	Other - Corruption	m	ar	1
2019-01-09	Corruption	Other - Corruption	f	ar	1
2019-01-11	Security	Other - Security	m	ar	1
2019-01-12	Corruption	Other - Corruption	m	ar	1
2019-01-15	Security	Other - Security	m	ar	2
2019-01-15	Corruption	Other - Corruption	m	ar	1
2019-01-16	Corruption	Other - Corruption	m	ar	1
2019-01-17	Security	Other - Security	m	ar	1
2019-01-18	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-01-18	Corruption	Other - Corruption	m	ar	1
2019-01-19	Security	Other - Security	m	ar	1
2019-01-19	Corruption	Other - Corruption	f	ar	1
2019-01-19	Corruption	Other - Corruption	m	ar	2
2019-01-19	Services	Other - Services	m	ar	1
2019-01-20	Security	Other - Security	f	ar	1
2019-01-20	Security	Other - Security	m	ar	1
2019-01-21	Security	Other - Security	m	ar	1
2019-01-21	Corruption	Other - Corruption	m	ar	1
2019-01-22	Security	Other - Security	m	ar	3
2019-01-22	Corruption	Other - Corruption	m	ar	1
2019-01-22	Services	Other - Services	m	ar	1
2019-01-22	Governance	Other - Governance	m	ar	1
2019-01-24	Corruption	Other - Corruption	m	ar	1
2019-01-24	Services	Other - Services	f	ar	1
2019-01-25	Corruption	Other - Corruption	m	ar	1
2019-01-25	Corruption	Other - Corruption	m	ar	1
2019-01-25	Services	Other - Services	m	ar	1
2019-01-26	Security	Other - Security	f	ar	1
2019-01-26	Corruption	Other - Corruption	m	ar	3
2019-01-26	Corruption	Other - Corruption	m	ar	1
2019-01-26	Corruption	Other - Corruption	f	ar	1
2019-01-26	Services	Collective Action	m	ar	1
2019-01-27	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-01-28	Corruption	Other - Corruption	m	ar	2
2019-01-28	Services	Other - Services	m	ar	1
2019-01-29	Security	Other - Security	m	ar	1
2019-01-29	Corruption	Other - Corruption	m	ar	1
2019-01-31	Corruption	Other - Corruption	m	ar	1
2019-01-31	Services	Collective Action	m	ar	1
2018-10-13	Corruption	Other - Corruption	m	ar	2
2018-10-15	Security	Other - Security	m	ar	1
2018-10-15	Corruption	Other - Corruption	m	ar	1
2018-10-15	Services	Other - Services	f	ar	1
2018-10-15	Services	Other - Services	m	ar	1
2018-10-17	Security	Other - Security	f	ar	1
2018-10-17	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-10-18	Services	Other - Services	m	ar	1
2018-10-18	Economy	Other - Economy	f	ar	1
2018-10-19	Corruption	Other - Corruption	m	ar	1
2018-10-20	Corruption	Other - Corruption	m	ar	1
2018-10-22	Security	Other - Security	m	ar	1
2018-10-22	Corruption	Other - Corruption	m	ar	1
2018-10-23	Corruption	Other - Corruption	m	ar	1
2018-10-24	Security	Other - Security	m	ar	1
2018-10-24	Corruption	Other - Corruption	m	ar	1
2018-10-24	Economy	Other - Economy	m	ar	1
2018-10-25	Security	Other - Security	m	ar	2
2018-10-25	Governance	Other - Governance	m	ar	1
2018-10-26	Security	Other - Security	m	ar	1
2018-10-26	Corruption	Other - Corruption	m	ar	1
2018-10-30	Security	Other - Security	m	ar	1
2018-10-30	Corruption	Other - Corruption	m	ar	1
2018-09-01	Security	Other - Security	m	ar	1
2018-09-01	Economy	Other - Economy	m	ar	1
2018-09-02	Corruption	Other - Corruption	m	ar	1
2018-09-02	Services	Other - Services	f	ar	1
2018-09-03	Security	Other - Security	m	ar	1
2018-09-03	Corruption	Other - Corruption	m	ar	1
2018-09-03	Governance	Other - Governance	f	ar	1
2018-09-04	Security	Other - Security	f	ar	2
2018-09-04	Security	Other - Security	m	ar	1
2018-09-04	Security	Hopeful/Positive/Optimistic	f	ar	1
2018-09-04	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-09-04	Security	Other - Security	m	ar	1
2018-09-04	Services	Other - Services	f	ar	2
2018-09-04	Services	Other - Services	m	ar	1
2018-09-05	Security	Other - Security	m	ar	5
2018-09-05	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-09-05	Security	Other - Security	m	ar	1
2018-09-05	Corruption	Other - Corruption	f	ar	3
2018-09-05	Corruption	Other - Corruption	m	ar	6
2018-09-05	Services	Other - Services	m	ar	1
2018-09-06	Security	Other - Security	m	ar	2
2018-09-06	Corruption	Other - Corruption	m	ar	1
2018-09-06	Services	Other - Services	f	ar	1
2018-09-06	Services	Other - Services	m	ar	1
2018-09-06	Services	Collective Action	f	ar	1
2018-09-07	Security	Other - Security	f	ar	1
2018-09-07	Security	Other - Security	m	ar	7
2018-09-07	Security	Other - Security	f	ar	1
2018-09-07	Security	Other - Security	m	ar	2
2018-09-07	Security	Other - Security	m	ar	7
2018-09-07	Corruption	Other - Corruption	f	ar	2
2018-09-07	Corruption	Other - Corruption	m	ar	10
2018-09-07	Governance	Other - Governance	m	ar	1
2018-09-08	Security	Other - Security	m	ar	1
2018-09-08	Corruption	Other - Corruption	f	ar	1
2018-09-08	Corruption	Other - Corruption	m	ar	5
2018-09-08	Services	Other - Services	m	ar	1
2018-09-08	Services	Collective Action	m	ar	1
2018-09-09	Security	Other - Security	f	ar	1
2018-09-09	Security	Other - Security	f	ar	1
2018-09-09	Corruption	Other - Corruption	m	ar	2
2018-09-10	Security	Other - Security	f	ar	1
2018-09-10	Economy	Other - Economy	m	ar	1
2018-09-12	Corruption	Other - Corruption	m	ar	1
2018-09-13	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-09-13	Security	Other - Security	m	ar	1
2018-09-14	Corruption	Other - Corruption	f	ar	1
2018-09-14	Corruption	Other - Corruption	m	ar	1
2018-09-15	Security	Other - Security	m	ar	1
2018-09-15	Security	Other - Security	m	ar	1
2018-09-15	Corruption	Other - Corruption	m	ar	6
2018-09-15	Governance	Other - Governance	f	ar	1
2018-09-16	Security	Other - Security	m	ar	1
2018-09-17	Corruption	Other - Corruption	m	ar	1
2018-09-19	Corruption	Other - Corruption	m	ar	3
2018-09-20	Corruption	Other - Corruption	m	ar	2
2018-09-21	Corruption	Other - Corruption	m	ar	1
2018-09-21	Services	Collective Action	m	ar	1
2018-09-23	Security	Other - Security	f	ar	1
2018-09-23	Corruption	Other - Corruption	f	ar	1
2018-09-24	Security	Other - Security	m	ar	1
2018-09-24	Security	Other - Security	m	ar	1
2018-09-24	Corruption	Other - Corruption	m	ar	1
2018-09-25	Corruption	Other - Corruption	m	ar	1
2018-09-26	Security	Other - Security	m	ar	1
2018-09-27	Security	Other - Security	m	ar	1
2018-09-27	Corruption	Other - Corruption	m	ar	1
2018-09-28	Security	Other - Security	f	ar	1
2018-09-29	Corruption	Other - Corruption	m	ar	1
2018-09-30	Security	Other - Security	f	ar	1
2018-09-30	Corruption	Other - Corruption	m	ar	3
2018-09-30	Governance	Other - Governance	m	ar	1
2018-07-01	Security	Other - Security	m	ar	2
2018-07-01	Corruption	Other - Corruption	m	ar	1
2018-07-02	Security	Other - Security	m	ar	1
2018-07-02	Corruption	Other - Corruption	f	ar	1
2018-07-02	Corruption	Other - Corruption	m	ar	2
2018-07-02	Corruption	Other - Corruption	m	und	1
2018-07-03	Security	Other - Security	m	ar	1
2018-07-03	Security	Hopeful/Positive/Optimistic	f	ar	1
2018-07-03	Services	Divine Intervention	m	ar	1
2018-07-04	Security	Other - Security	f	ar	1
2018-07-04	Security	Other - Security	m	ar	1
2018-07-06	Security	Other - Security	f	ar	1
2018-07-07	Security	Other - Security	f	ar	1
2018-07-07	Corruption	Other - Corruption	m	ar	1
2018-07-08	Corruption	Other - Corruption	f	ar	1
2018-07-08	Corruption	Other - Corruption	m	ar	1
2018-07-09	Security	Other - Security	f	ar	1
2018-07-09	Security	Other - Security	m	ar	1
2018-07-10	Services	Other - Services	m	ar	1
2018-07-12	Corruption	Other - Corruption	f	ar	1
2018-07-12	Services	Other - Services	m	ar	1
2018-07-13	Security	Hopeless/Negative/Pessimistic	m	ar	1
2018-07-13	Security	Other - Security	f	ar	1
2018-07-13	Corruption	Other - Corruption	f	ar	2
2018-07-13	Corruption	Other - Corruption	m	ar	6
2018-07-13	Services	Other - Services	m	ar	2
2018-07-13	Services	Collective Action	f	ar	1
2018-07-13	Services	Collective Action	m	ar	1
2018-07-14	Security	Other - Security	m	ar	1
2018-07-14	Services	Other - Services	m	ar	1
2018-07-14	Services	Collective Action	m	ar	1
2018-07-15	Services	Other - Services	f	ar	1
2018-07-15	Services	Other - Services	m	ar	1
2018-07-16	Security	Other - Security	f	ar	1
2018-07-16	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-07-16	Security	Hopeless/Negative/Pessimistic	m	ar	1
2018-07-16	Corruption	Other - Corruption	m	ar	1
2018-07-16	Governance	Other - Governance	m	ar	1
2018-07-17	Security	Other - Security	f	ar	2
2018-07-17	Security	Other - Security	m	ar	1
2018-07-17	Corruption	Other - Corruption	f	ar	1
2018-07-17	Corruption	Other - Corruption	m	ar	1
2018-07-18	Security	Other - Security	m	ar	6
2018-07-18	Corruption	Other - Corruption	f	ar	1
2018-07-18	Corruption	Other - Corruption	m	ar	4
2018-07-18	Services	Other - Services	m	ar	1
2018-07-19	Security	Other - Security	f	ar	1
2018-07-19	Security	Other - Security	m	ar	1
2018-07-19	Corruption	Other - Corruption	f	ar	1
2018-07-19	Corruption	Other - Corruption	m	ar	1
2018-07-19	Services	Other - Services	m	ar	3
2018-07-19	Economy	Other - Economy	m	ar	1
2018-07-20	Security	Other - Security	f	ar	1
2018-07-20	Security	Hopeless/Negative/Pessimistic	m	ar	1
2018-07-20	Corruption	Other - Corruption	f	ar	1
2018-07-20	Corruption	Other - Corruption	m	ar	1
2018-07-20	Services	Other - Services	m	ar	1
2018-07-20	Services	Leadership	m	ar	1
2018-07-20	Economy	Other - Economy	m	ar	1
2018-07-21	Security	Other - Security	m	ar	1
2018-07-21	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-07-21	Corruption	Other - Corruption	m	ar	3
2018-07-21	Corruption	Other - Corruption	m	ar	1
2018-07-21	Governance	Other - Governance	f	ar	1
2018-07-22	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-07-22	Security	Other - Security	m	ar	1
2018-07-22	Services	Other - Services	m	ar	1
2018-07-23	Security	Other - Security	m	ar	2
2018-07-23	Services	Other - Services	m	ar	1
2018-07-24	Security	Other - Security	f	ar	1
2018-07-24	Security	Other - Security	m	ar	1
2018-07-24	Security	Other - Security	m	ar	1
2018-07-24	Corruption	Other - Corruption	f	ar	1
2018-07-24	Corruption	Other - Corruption	m	ar	1
2018-07-25	Security	Other - Security	f	ar	1
2018-07-26	Security	Other - Security	m	ar	2
2018-07-26	Security	Other - Security	m	ar	1
2018-07-26	Corruption	Other - Corruption	f	ar	1
2018-07-27	Security	Other - Security	m	ar	1
2018-07-27	Corruption	Other - Corruption	f	ar	1
2018-07-27	Corruption	Other - Corruption	m	ar	1
2018-07-28	Corruption	Other - Corruption	f	ar	1
2018-07-28	Corruption	Other - Corruption	m	ar	1
2018-07-29	Corruption	Other - Corruption	m	ar	2
2018-07-29	Corruption	Active-agentic	m	ar	1
2018-07-30	Security	Other - Security	m	ar	2
2018-07-30	Security	Other - Security	m	ar	1
2018-07-30	Services	Other - Services	m	ar	1
2018-07-31	Security	Other - Security	m	ar	1
2018-07-31	Corruption	Other - Corruption	f	ar	1
2018-06-01	Corruption	Other - Corruption	m	fa	1
2018-06-02	Security	Hopeful/Positive/Optimistic	f	ar	1
2018-06-03	Security	Other - Security	m	ar	1
2018-06-03	Services	Collective Action	m	ar	1
2018-06-05	Security	Other - Security	m	ar	1
2018-06-05	Governance	Other - Governance	m	ar	1
2018-06-06	Security	Other - Security	m	ar	2
2018-06-06	Governance	Other - Governance	f	ar	1
2018-06-07	Security	Other - Security	m	ar	1
2018-06-08	Security	Other - Security	f	ar	1
2018-06-08	Security	Other - Security	m	ar	1
2018-06-08	Security	Other - Security	m	ar	1
2018-06-08	Services	Collective Action	m	ar	1
2018-06-09	Security	Other - Security	m	ar	3
2018-06-09	Corruption	Other - Corruption	m	ar	1
2018-06-11	Security	Other - Security	m	ar	1
2018-06-11	Security	Other - Security	m	ar	1
2018-06-11	Corruption	Other - Corruption	m	ar	1
2018-06-12	Security	Other - Security	f	ar	1
2018-06-12	Security	Other - Security	m	ar	1
2018-06-13	Governance	Other - Governance	m	ar	1
2018-06-14	Security	Other - Security	f	ar	1
2018-06-14	Security	Other - Security	m	ar	1
2018-06-17	Security	Other - Security	m	ar	1
2018-06-17	Corruption	Other - Corruption	m	ar	1
2018-06-20	Security	Hopeful/Positive/Optimistic	f	ar	1
2018-06-21	Corruption	Other - Corruption	m	ar	1
2018-06-22	Security	Other - Security	f	ar	1
2018-06-22	Corruption	Other - Corruption	f	ar	1
2018-06-22	Services	Collective Action	m	ar	1
2018-06-23	Security	Hopeful/Positive/Optimistic	m	ar	1
2018-06-23	Security	Other - Security	m	ar	1
2018-06-23	Security	Other - Security	m	ar	1
2018-06-23	Services	Other - Services	f	ar	1
2018-06-23	Governance	Other - Governance	f	ar	1
2018-06-23	Governance	Other - Governance	m	ar	1
2018-06-24	Security	Other - Security	f	ar	1
2018-06-24	Security	Other - Security	m	ar	1
2018-06-24	Governance	Other - Governance	m	ar	1
2018-06-25	Corruption	Other - Corruption	f	ar	1
2018-06-25	Governance	Other - Governance	m	ar	1
2018-06-26	Services	Other - Services	f	ar	1
2018-06-27	Security	Other - Security	m	ar	4
2018-06-28	Security	Other - Security	m	ar	8
2018-06-28	Security	Other - Security	f	ar	1
2018-06-29	Security	Other - Security	m	ar	2
2018-06-29	Corruption	Other - Corruption	f	ar	2
2018-06-29	Corruption	Other - Corruption	m	ar	6
2018-06-29	Governance	Other - Governance	m	ar	1
2018-06-30	Corruption	Other - Corruption	m	ar	1
2018-06-30	Governance	Other - Governance	m	ar	1
2018-05-01	Corruption	Other - Corruption	m	ar	1
2018-05-02	Security	Other - Security	m	ar	1
2018-05-03	Security	Other - Security	m	ar	1
2018-05-03	Corruption	Other - Corruption	m	ar	2
2018-05-05	Security	Other - Security	m	ar	1
2018-05-05	Corruption	Other - Corruption	m	ar	2
2018-05-05	Governance	Other - Governance	m	ar	1
2018-05-06	Security	Other - Security	m	ar	1
2018-05-06	Security	Other - Security	m	ar	1
2018-05-06	Governance	Other - Governance	m	ar	1
2018-05-06	Governance	Other - Governance	f	ar	1
2018-05-06	Governance	Other - Governance	m	ar	2
2018-05-07	Security	Other - Security	m	ar	1
2018-05-08	Corruption	Other - Corruption	m	ar	1
2018-05-09	Corruption	Other - Corruption	m	ar	1
2018-05-11	Corruption	Other - Corruption	m	ar	1
2018-05-12	Corruption	Other - Corruption	m	ar	4
2018-05-14	Security	Other - Security	f	ar	1
2018-05-16	Security	Other - Security	f	ar	1
2018-05-18	Corruption	Other - Corruption	m	ar	1
2018-05-20	Corruption	Other - Corruption	m	ar	1
2018-05-22	Security	Other - Security	f	ar	1
2018-05-23	Security	Other - Security	m	ar	1
2018-05-24	Security	Other - Security	m	ar	1
2018-05-25	Security	Other - Security	m	ar	1
2018-05-25	Corruption	Other - Corruption	m	ar	1
2018-05-26	Security	Other - Security	m	ar	1
2018-05-26	Corruption	Other - Corruption	m	ar	1
2018-05-27	Security	Other - Security	m	ar	1
2018-05-27	Services	Other - Services	m	ar	2
2018-05-30	Security	Other - Security	m	ar	1
2018-05-30	Corruption	Other - Corruption	m	ar	1
2018-04-01	Security	Other - Security	m	ar	1
2018-04-01	Corruption	Other - Corruption	m	ar	1
2018-04-02	Security	Other - Security	m	ar	1
2018-04-02	Security	Other - Security	m	ar	1
2018-04-02	Corruption	Other - Corruption	m	ar	1
2018-04-03	Security	Other - Security	f	ar	3
2018-04-03	Security	Other - Security	m	ar	10
2018-04-03	Corruption	Other - Corruption	f	ar	1
2018-04-03	Governance	Other - Governance	f	ar	1
2018-04-04	Security	Other - Security	f	ar	1
2018-04-04	Security	Other - Security	f	ar	5
2018-04-04	Security	Other - Security	m	ar	10
2018-04-04	Governance	Other - Governance	m	ar	2
2018-04-04	Governance	Other - Governance	m	ar	1
2018-04-05	Security	Other - Security	f	ar	6
2018-04-05	Security	Other - Security	m	ar	10
2018-04-05	Security	Other - Security	f	ar	1
2018-04-05	Security	Other - Security	m	ar	1
2018-04-05	Corruption	Other - Corruption	m	ar	1
2018-04-05	Governance	Other - Governance	m	ar	1
2018-04-06	Security	Other - Security	f	ar	4
2018-04-06	Security	Other - Security	m	ar	6
2018-04-06	Security	Other - Security	f	ar	1
2018-04-06	Security	Other - Security	m	ar	2
2018-04-06	Corruption	Other - Corruption	f	ar	1
2018-04-06	Services	Collective Action	m	ar	1
2018-04-06	Governance	Other - Governance	m	ar	2
2018-04-07	Security	Other - Security	f	ar	5
2018-04-07	Security	Other - Security	m	ar	10
2018-04-07	Services	Collective Action	m	ar	1
2018-04-08	Security	Other - Security	m	ar	5
2018-04-08	Security	Other - Security	m	ar	1
2018-04-08	Corruption	Other - Corruption	f	ar	1
2018-04-08	Corruption	Other - Corruption	m	ar	1
2018-04-08	Governance	Other - Governance	m	ar	1
2018-04-09	Security	Other - Security	f	ar	1
2018-04-09	Security	Other - Security	m	ar	2
2018-04-09	Corruption	Other - Corruption	f	ar	1
2018-04-09	Corruption	Other - Corruption	m	ar	2
2018-04-10	Security	Other - Security	m	ar	2
2018-04-10	Corruption	Other - Corruption	m	ar	3
2018-04-10	Services	Other - Services	m	ar	1
2018-04-11	Security	Other - Security	m	ar	1
2018-04-11	Corruption	Other - Corruption	m	ar	1
2018-04-12	Security	Other - Security	f	ar	1
2018-04-13	Security	Other - Security	m	ar	1
2018-04-13	Security	Other - Security	m	ar	1
2018-04-14	Security	Other - Security	m	ar	2
2018-04-14	Corruption	Other - Corruption	m	ar	2
2018-04-15	Security	Other - Security	m	ar	1
2018-04-16	Security	Other - Security	m	ar	1
2018-04-17	Corruption	Other - Corruption	m	ar	2
2018-04-17	Services	Other - Services	m	ar	1
2018-04-17	Governance	Other - Governance	m	ar	2
2018-04-18	Security	Other - Security	m	ar	1
2018-04-18	Corruption	Other - Corruption	m	ar	1
2018-04-18	Governance	Other - Governance	m	ar	1
2018-04-19	Security	Other - Security	m	ar	1
2018-04-22	Security	Other - Security	f	ar	1
2018-04-22	Security	Other - Security	m	ar	1
2018-04-23	Corruption	Other - Corruption	m	ar	3
2018-04-24	Security	Hopeless/Negative/Pessimistic	m	ar	1
2018-04-24	Corruption	Other - Corruption	m	ar	1
2018-04-24	Corruption	Other - Corruption	m	ar	1
2018-04-26	Security	Other - Security	m	ar	1
2018-04-27	Corruption	Other - Corruption	m	ar	1
2018-04-27	Services	Other - Services	m	ar	1
2018-04-28	Corruption	Other - Corruption	f	ar	1
2018-04-28	Services	Other - Services	m	ar	1
2018-04-29	Corruption	Other - Corruption	m	ar	1
2018-04-29	Services	Other - Services	m	ar	1
2018-04-30	Corruption	Other - Corruption	m	ar	1
2018-04-30	Services	Other - Services	f	ar	1
2018-04-30	Governance	Other - Governance	f	ar	1
2018-01-12	Corruption	Other - Corruption	m	ar	1
2018-01-13	Corruption	Other - Corruption	m	ar	1
2018-01-14	Corruption	Other - Corruption	m	ar	1
2018-01-15	Security	Other - Security	m	ar	1
2018-01-15	Corruption	Other - Corruption	f	ar	1
2018-01-15	Corruption	Other - Corruption	m	ar	1
2018-01-17	Services	Other - Services	m	ar	1
2018-01-18	Security	Other - Security	m	ar	1
2018-01-18	Governance	Other - Governance	m	ar	1
2018-01-19	Governance	Other - Governance	f	ar	1
2018-01-24	Corruption	Other - Corruption	m	ar	1
2018-01-27	Security	Other - Security	m	ar	1
2018-01-28	Security	Other - Security	m	ar	1
